,  scienceid  , allusers  ,  day_id   ,
, 1357000015  , 0         , 20230104  ,
, 1357000017  , 0         , 20230104  ,
, 1351000017  , 1224      , 20230104  ,
, 1351000019  , 33220     , 20230104  ,
, 1351000020  , 0         , 20230104  ,
, 1351000026  , 1963      , 20230104  ,
, 1351000027  , 0         , 20230104  ,
, 1351000029  , 270       , 20230104  ,
, 1354000011  , 87        , 20230104  ,
, 1354000012  , 417       , 20230104  ,
, 1354000015  , 1572      , 20230104  ,
, 1354000016  , 46287     , 20230104  ,
, 1351000030  , 0         , 20230104  ,
, 1354000023  , 2055      , 20230104  ,
, 1354000024  , 874       , 20230104  ,
, 1354000025  , 328       , 20230104  ,
, 1356000012  , 1572      , 20230104  ,
, 1356000015  , 1626      , 20230104  ,
, 1356000018  , 247       , 20230104  ,
, 1350000011  , 99312     , 20230104  ,
, 1351010012  , 1577      , 20230104  ,
, 1350000014  , 285       , 20230104  ,
, 1350000015  , 5211      , 20230104  ,
, 1350000017  , 35108     , 20230104  ,
, 1350000019  , 411       , 20230104  ,
, 1356000026  , 1646      , 20230104  ,
, 1359000011  , 1017      , 20230104  ,
, 1359000014  , 819       , 20230104  ,
, 1359000016  , 1753      , 20230104  ,
, 1359000017  , 222       , 20230104  ,
, 1359000018  , 39        , 20230104  ,
, 1353000011  , 36        , 20230104  ,
, 1353000012  , 0         , 20230104  ,
, 1353000013  , 351       , 20230104  ,
, 1356000037  , 0         , 20230104  ,
, 1352000011  , 11300     , 20230104  ,
, 1352000012  , 1164      , 20230105  ,
, 1352000014  , 0         , 20230105  ,
, 1352000015  , 10500     , 20230105  ,
, 1352000016  , 104       , 20230105  ,
, 1352000017  , 0         , 20230105  ,
, 1359000023  , 76        , 20230105  ,
, 1359000028  , 2937      , 20230105  ,
, 1349000011  , 0         , 20230105  ,
, 1349000014  , 32761     , 20230105  ,
, 1349000015  , 0         , 20230105  ,
, 1355000011  , 0         , 20230105  ,
, 1355000012  , 2866      , 20230105  ,
, 1355000013  , 591       , 20230105  ,
, 1355000014  , 0         , 20230105  ,
, 1355000028  , 0         , 20230105  ,
, 1358000013  , 0         , 20230105  ,
, 1358000015  , 0         , 20230105  ,
, 1358000016  , 835       , 20230105  ,
, 1358000017  , 702       , 20230105  ,
, 1357000011  , 0         , 20230105  ,
, 1357000012  , 4618      , 20230105  ,
, 1357000013  , 0         , 20230105  ,
, 1357000014  , 2708      , 20230105  ,
, 1357000015  , 0         , 20230105  ,
, 1357000017  , 0         , 20230105  ,
, 1351000017  , 1157      , 20230105  ,
, 1351000019  , 33334     , 20230105  ,
, 1351000020  , 0         , 20230105  ,
, 1351000026  , 1863      , 20230105  ,
, 1351000027  , 0         , 20230105  ,
, 1351000029  , 273       , 20230105  ,
, 1354000011  , 137       , 20230105  ,
, 1354000012  , 402       , 20230105  ,
, 1354000015  , 1972      , 20230105  ,
, 1354000016  , 46393     , 20230105  ,
, 1351000030  , 0         , 20230105  ,
, 1354000023  , 1840      , 20230105  ,
, 1354000024  , 892       , 20230105  ,
, 1354000025  , 299       , 20230105  ,
, 1356000012  , 1702      , 20230105  ,
, 1356000015  , 1591      , 20230105  ,
, 1356000018  , 197       , 20230105  ,
, 1350000011  , 100137    , 20230105  ,
, 1351010012  , 1567      , 20230105  ,
, 1350000014  , 342       , 20230105  ,
, 1350000015  , 5205      , 20230105  ,
, 1350000017  , 41808     , 20230105  ,
, 1350000019  , 604       , 20230105  ,
, 1356000026  , 1706      , 20230105  ,
, 1359000011  , 864       , 20230105  ,
, 1359000014  , 780       , 20230105  ,
, 1359000016  , 1906      , 20230105  ,
, 1359000017  , 216       , 20230105  ,
, 1359000018  , 36        , 20230105  ,
, 1353000011  , 52        , 20230105  ,
, 1353000012  , 0         , 20230105  ,
, 1353000013  , 267       , 20230105  ,
, 1356000037  , 0         , 20230105  ,
, 1352000011  , 11450     , 20230105  ,
, 1352000012  , 932       , 20230106  ,
, 1352000014  , 0         , 20230106  ,
, 1352000015  , 11300     , 20230106  ,
, 1352000016  , 78        , 20230106  ,
, 1352000017  , 0         , 20230106  ,
, 1359000023  , 132       , 20230106  ,
, 1359000028  , 3187      , 20230106  ,
, 1349000011  , 0         , 20230106  ,
, 1349000014  , 33000     , 20230106  ,
, 1349000015  , 0         , 20230106  ,
, 1355000011  , 0         , 20230106  ,
, 1355000012  , 3058      , 20230106  ,
, 1355000013  , 497       , 20230106  ,
, 1355000014  , 0         , 20230106  ,
, 1355000028  , 0         , 20230106  ,
, 1358000013  , 0         , 20230106  ,
, 1358000015  , 0         , 20230106  ,
, 1358000016  , 600       , 20230106  ,
, 1358000017  , 795       , 20230106  ,
, 1357000011  , 0         , 20230106  ,
, 1357000012  , 4722      , 20230106  ,
, 1357000013  , 0         , 20230106  ,
, 1357000014  , 2854      , 20230106  ,
, 1357000015  , 0         , 20230106  ,
, 1357000017  , 0         , 20230106  ,
, 1351000017  , 1296      , 20230106  ,
, 1351000019  , 33117     , 20230106  ,
, 1351000020  , 0         , 20230106  ,
, 1351000026  , 1936      , 20230106  ,
, 1351000027  , 0         , 20230106  ,
, 1351000029  , 280       , 20230106  ,
, 1354000011  , 103       , 20230106  ,
, 1354000012  , 476       , 20230106  ,
, 1354000015  , 2000      , 20230106  ,
, 1354000016  , 47602     , 20230106  ,
, 1351000030  , 0         , 20230106  ,
, 1354000023  , 2102      , 20230106  ,
, 1354000024  , 878       , 20230106  ,
, 1354000025  , 199       , 20230106  ,
, 1356000012  , 1534      , 20230106  ,
, 1356000015  , 1773      , 20230106  ,
, 1356000018  , 250       , 20230106  ,
, 1350000011  , 106025    , 20230106  ,
, 1351010012  , 1697      , 20230106  ,
, 1350000014  , 410       , 20230106  ,
, 1350000015  , 5274      , 20230106  ,
, 1350000017  , 49660     , 20230106  ,
, 1350000019  , 523       , 20230106  ,
, 1356000026  , 1674      , 20230106  ,
, 1359000011  , 1182      , 20230106  ,
, 1359000014  , 661       , 20230106  ,
, 1359000016  , 2000      , 20230106  ,
, 1359000017  , 242       , 20230106  ,
, 1359000018  , 63        , 20230106  ,
, 1353000011  , 67        , 20230106  ,
, 1353000012  , 0         , 20230106  ,
, 1353000013  , 296       , 20230106  ,
, 1356000037  , 0         , 20230106  ,
, 1352000011  , 11300     , 20230106  ,
, 1352000012  , 1917      , 20230107  ,
, 1352000014  , 0         , 20230107  ,
, 1352000015  , 11433     , 20230107  ,
, 1352000016  , 104       , 20230107  ,
, 1352000017  , 0         , 20230107  ,
, 1359000023  , 270       , 20230107  ,
, 1359000028  , 5312      , 20230107  ,
, 1349000011  , 0         , 20230107  ,
, 1349000014  , 32716     , 20230107  ,
, 1349000015  , 0         , 20230107  ,
, 1355000011  , 0         , 20230107  ,
, 1355000012  , 4141      , 20230107  ,
, 1355000013  , 1954      , 20230107  ,
, 1355000014  , 0         , 20230107  ,
, 1355000028  , 0         , 20230107  ,
, 1358000013  , 0         , 20230107  ,
, 1358000015  , 0         , 20230107  ,
, 1358000016  , 635       , 20230107  ,
, 1358000017  , 661       , 20230107  ,
, 1357000011  , 0         , 20230107  ,
, 1357000012  , 5003      , 20230107  ,
, 1357000013  , 0         , 20230107  ,
, 1357000014  , 2920      , 20230107  ,
, 1357000015  , 0         , 20230107  ,
, 1357000017  , 0         , 20230107  ,
, 1351000017  , 2017      , 20230107  ,
, 1351000019  , 35954     , 20230107  ,
, 1351000020  , 0         , 20230107  ,
, 1351000026  , 2290      , 20230107  ,
, 1351000027  , 0         , 20230107  ,
, 1351000029  , 356       , 20230107  ,
, 1354000011  , 93        , 20230107  ,
, 1354000012  , 461       , 20230107  ,
, 1354000015  , 2405      , 20230107  ,
, 1354000016  , 48727     , 20230107  ,
, 1351000030  , 0         , 20230107  ,
, 1354000023  , 5128      , 20230107  ,
, 1354000024  , 1053      , 20230107  ,
, 1354000025  , 428       , 20230107  ,
, 1356000012  , 1660      , 20230107  ,
, 1356000015  , 2108      , 20230107  ,
, 1356000018  , 255       , 20230107  ,
, 1350000011  , 130800    , 20230107  ,
, 1351010012  , 2189      , 20230107  ,
, 1350000014  , 678       , 20230107  ,
, 1350000015  , 5403      , 20230107  ,
, 1350000017  , 46594     , 20230107  ,
, 1350000019  , 721       , 20230107  ,
, 1356000026  , 1893      , 20230107  ,
, 1359000011  , 1385      , 20230107  ,
, 1359000014  , 795       , 20230107  ,
, 1359000016  , 2243      , 20230107  ,
, 1359000017  , 246       , 20230107  ,
, 1359000018  , 78        , 20230107  ,
, 1353000011  , 86        , 20230107  ,
, 1353000012  , 0         , 20230107  ,
, 1353000013  , 316       , 20230107  ,
, 1356000037  , 0         , 20230107  ,
, 1352000011  , 13050     , 20230107  ,
, 1352000012  , 1914      , 20230108  ,
, 1352000014  , 0         , 20230108  ,
, 1352000015  , 11733     , 20230108  ,
, 1352000016  , 142       , 20230108  ,
, 1352000017  , 0         , 20230108  ,
, 1359000023  , 290       , 20230108  ,
, 1359000028  , 6668      , 20230108  ,
, 1349000011  , 0         , 20230108  ,
, 1349000014  , 32171     , 20230108  ,
, 1349000015  , 0         , 20230108  ,
, 1355000011  , 0         , 20230108  ,
, 1355000012  , 4941      , 20230108  ,
, 1355000013  , 1621      , 20230108  ,
, 1355000014  , 0         , 20230108  ,
, 1355000028  , 0         , 20230108  ,
, 1358000013  , 0         , 20230108  ,
, 1358000015  , 0         , 20230108  ,
, 1358000016  , 676       , 20230108  ,
, 1358000017  , 671       , 20230108  ,
, 1357000011  , 0         , 20230108  ,
, 1357000012  , 5411      , 20230108  ,
, 1357000013  , 0         , 20230108  ,
, 1357000014  , 2891      , 20230108  ,
, 1357000015  , 0         , 20230108  ,
, 1357000017  , 0         , 20230108  ,
, 1351000017  , 2142      , 20230108  ,
, 1351000019  , 37925     , 20230108  ,
, 1351000020  , 0         , 20230108  ,
, 1351000026  , 2586      , 20230108  ,
, 1351000027  , 0         , 20230108  ,
, 1351000029  , 410       , 20230108  ,
, 1354000011  , 140       , 20230108  ,
, 1354000012  , 494       , 20230108  ,
, 1354000015  , 2600      , 20230108  ,
, 1354000016  , 48597     , 20230108  ,
, 1351000030  , 0         , 20230108  ,
, 1354000023  , 2464      , 20230108  ,
, 1354000024  , 1035      , 20230108  ,
, 1354000025  , 257       , 20230108  ,
, 1356000012  , 1868      , 20230108  ,
, 1356000015  , 2300      , 20230108  ,
, 1356000018  , 210       , 20230108  ,
, 1350000011  , 133525    , 20230108  ,
, 1351010012  , 2402      , 20230108  ,
, 1350000014  , 717       , 20230108  ,
, 1350000015  , 5400      , 20230108  ,
, 1350000017  , 44342     , 20230108  ,
, 1350000019  , 657       , 20230108  ,
, 1356000026  , 2000      , 20230108  ,
, 1359000011  , 1592      , 20230108  ,
, 1359000014  , 842       , 20230108  ,
, 1359000016  , 2030      , 20230108  ,
, 1359000017  , 336       , 20230108  ,
, 1359000018  , 115       , 20230108  ,
, 1353000011  , 63        , 20230108  ,
, 1353000012  , 0         , 20230108  ,
, 1353000013  , 383       , 20230108  ,
, 1356000037  , 0         , 20230108  ,
, 1352000011  , 12950     , 20230108  ,
, 1352000012  , 1196      , 20230109  ,
, 1352000014  , 0         , 20230109  ,
, 1352000015  , 11100     , 20230109  ,
, 1352000016  , 156       , 20230109  ,
, 1352000017  , 0         , 20230109  ,
, 1359000023  , 142       , 20230109  ,
, 1359000028  , 3850      , 20230109  ,
, 1349000011  , 0         , 20230109  ,
, 1349000014  , 31697     , 20230109  ,
, 1349000015  , 0         , 20230109  ,
, 1355000011  , 0         , 20230109  ,
, 1355000012  , 3537      , 20230109  ,
, 1355000013  , 751       , 20230109  ,
, 1355000014  , 0         , 20230109  ,
, 1355000028  , 0         , 20230109  ,
, 1358000013  , 0         , 20230109  ,
, 1358000015  , 0         , 20230109  ,
, 1358000016  , 482       , 20230109  ,
, 1358000017  , 692       , 20230109  ,
, 1357000011  , 0         , 20230109  ,
, 1357000012  , 5437      , 20230109  ,
, 1357000013  , 0         , 20230109  ,
, 1357000014  , 3225      , 20230109  ,
, 1357000015  , 0         , 20230109  ,
, 1357000017  , 0         , 20230109  ,
, 1351000017  , 1996      , 20230109  ,
, 1351000019  , 33002     , 20230109  ,
, 1351000020  , 0         , 20230109  ,
, 1351000026  , 1827      , 20230109  ,
, 1351000027  , 0         , 20230109  ,
, 1351000029  , 273       , 20230109  ,
, 1354000011  , 121       , 20230109  ,
, 1354000012  , 429       , 20230109  ,
, 1354000015  , 2250      , 20230109  ,
, 1354000016  , 47297     , 20230109  ,
, 1351000030  , 0         , 20230109  ,
, 1354000023  , 2273      , 20230109  ,
, 1354000024  , 939       , 20230109  ,
, 1354000025  , 314       , 20230109  ,
, 1356000012  , 1712      , 20230109  ,
, 1356000015  , 1865      , 20230109  ,
, 1356000018  , 230       , 20230109  ,
, 1350000011  , 111412    , 20230109  ,
, 1351010012  , 2004      , 20230109  ,
, 1350000014  , 389       , 20230109  ,
, 1350000015  , 5401      , 20230109  ,
, 1350000017  , 37784     , 20230109  ,
, 1350000019  , 450       , 20230109  ,
, 1356000026  , 1734      , 20230109  ,
, 1359000011  , 1203      , 20230109  ,
, 1359000014  , 742       , 20230109  ,
, 1359000016  , 1966      , 20230109  ,
, 1359000017  , 332       , 20230109  ,
, 1359000018  , 63        , 20230109  ,
, 1353000011  , 56        , 20230109  ,
, 1353000012  , 0         , 20230109  ,
, 1353000013  , 325       , 20230109  ,
, 1356000037  , 0         , 20230109  ,
, 1352000011  , 12850     , 20230109  ,
, 1352000012  , 954       , 20230110  ,
, 1352000014  , 0         , 20230110  ,
, 1352000015  , 734       , 20230110  ,
, 1352000016  , 170       , 20230110  ,
, 1352000017  , 0         , 20230110  ,
, 1359000023  , 110       , 20230110  ,
, 1359000028  , 796       , 20230110  ,
, 1349000011  , 0         , 20230110  ,
, 1349000014  , 39192     , 20230110  ,
, 1349000015  , 0         , 20230110  ,
, 1355000011  , 0         , 20230110  ,
, 1355000012  , 2200      , 20230110  ,
, 1355000013  , 612       , 20230110  ,
, 1355000014  , 0         , 20230110  ,
, 1355000028  , 0         , 20230110  ,
, 1358000013  , 0         , 20230110  ,
, 1358000015  , 0         , 20230110  ,
, 1358000016  , 110       , 20230110  ,
, 1358000017  , 68        , 20230110  ,
, 1357000011  , 0         , 20230110  ,
, 1357000012  , 3824      , 20230110  ,
, 1357000013  , 0         , 20230110  ,
, 1357000014  , 2086      , 20230110  ,
, 1357000015  , 0         , 20230110  ,
, 1357000017  , 0         , 20230110  ,
, 1351000017  , 1712      , 20230110  ,
, 1351000019  , 37070     , 20230110  ,
, 1351000020  , 0         , 20230110  ,
, 1351000026  , 1530      , 20230110  ,
, 1351000027  , 0         , 20230110  ,
, 1351000029  , 190       , 20230110  ,
, 1354000011  , 94        , 20230110  ,
, 1354000012  , 444       , 20230110  ,
, 1354000015  , 422       , 20230110  ,
, 1354000016  , 46376     , 20230110  ,
, 1351000030  , 0         , 20230110  ,
, 1354000023  , 2376      , 20230110  ,
, 1354000024  , 804       , 20230110  ,
, 1354000025  , 44        , 20230110  ,
, 1356000012  , 1670      , 20230110  ,
, 1356000015  , 904       , 20230110  ,
, 1356000018  , 202       , 20230110  ,
, 1350000011  , 20808     , 20230110  ,
, 1351010012  , 2906      , 20230110  ,
, 1350000014  , 336       , 20230110  ,
, 1350000015  , 8764      , 20230110  ,
, 1350000017  , 38296     , 20230110  ,
, 1350000019  , 752       , 20230110  ,
, 1356000026  , 2284      , 20230110  ,
, 1359000011  , 364       , 20230110  ,
, 1359000014  , 602       , 20230110  ,
, 1359000016  , 1126      , 20230110  ,
, 1359000017  , 338       , 20230110  ,
, 1359000018  , 40        , 20230110  ,
, 1353000011  , 64        , 20230110  ,
, 1353000012  , 0         , 20230110  ,
, 1353000013  , 338       , 20230110  ,
, 1356000037  , 0         , 20230110  ,
, 1352000011  , 428       , 20230110  ,
